Distance_(pixels),Gray_Value
714,3570
715,4080
716,3570
717,4335
718,4080
719,4335
720,3825
721,4590
722,3825
723,4080
724,3315
725,2805
726,4335
727,4590
728,3570
729,4335
730,4590
731,4845
732,3315
733,3825
734,3570
735,3570
736,4335
737,4335
738,3315
739,4080
740,4590
741,3825
742,3315
743,4080
744,4080
745,3570
746,3570
747,4845
748,3315
749,3060
750,3315
751,3825
752,3315
753,3825
754,4590
755,4080
756,4080
757,3570
758,4080
759,4845
760,4080
761,3825
762,3570
763,3570
764,3315
765,4080
766,4335
767,3570
768,4080
769,4590
770,3825
771,3570
772,3570
773,3060
774,3825
775,4080
776,4080
777,4590
778,4590
779,4590
780,3825
781,3315
782,4080
783,3570
784,4080
785,4080
786,3570
787,4080
788,3825
789,4080
790,4080
791,3570
792,4080
793,3825
794,3060
795,3825
796,4080
797,3570
798,3315
799,3570
800,3315
801,3060
802,3570
803,3315
804,3825
805,3315
806,2295
807,3825
808,3570
809,3570
810,2805
811,3825
812,3825
813,5355
814,4845
815,4080
816,3570
817,3060
818,3315
819,3570
820,4335
821,3825
822,3570
823,3825
824,5355
825,4845
826,4080
827,3315
828,4080
829,3825
830,4335
831,3570
832,3825
833,4590
834,5100
835,5100
836,4590
837,3825
838,4845
839,6885
840,6120
841,4590
842,4335
843,4590
844,5610
845,4845
846,4335
847,3315
848,4590
849,3825
850,3825
851,4335
852,4080
853,3825
854,3825
855,4590
856,5100
857,4080
858,4590
859,5610
860,5355
861,4080
862,3570
863,3825
864,3315
865,3825
866,3825
867,4080
868,4845
869,5100
870,4335
871,4335
872,4590
873,3825
874,3825
875,3570
876,3570
877,5355
878,5355
879,4590
880,4080
881,4845
882,5610
883,4335
884,7140
885,8925
886,6630
887,4080
888,5865
889,4590
890,6120
891,6375
892,4080
893,4080
894,5355
895,6375
896,6375
897,4335
898,4590
899,5100
900,3825
901,6375
902,6630
903,6375
904,6375
905,10200
906,9690
907,5610
908,5100
909,5865
910,4845
911,7905
912,12240
913,9180
914,5100
915,10710
916,12750
917,11985
918,8670
919,7140
920,7905
921,6885
922,5610
923,10710
924,15300
925,22440
926,26265
927,14790
928,6885
929,14535
930,27030
931,38250
932,32130
933,23970
934,30345
935,32130
936,24735
937,24480
938,28050
939,27030
940,35700
941,56100
942,56610
943,49980
944,46920
945,34935
946,20400
947,14790
948,9690
949,12495
950,26520
951,22440
952,13515
953,18870
954,20910
955,43605
956,64515
957,63495
958,45390
959,46920
960,53550
961,50490
962,42330
963,25500
964,16830
965,18870
966,21930
967,47430
968,57120
969,50745
970,41055
971,28815
972,20400
973,17850
974,19890
975,20655
976,14280
977,6885
978,10200
979,15300
980,13770
981,17850
982,21165
983,11985
984,4590
985,6120
986,5100
987,5355
988,11985
989,10965
990,6885
991,5355
992,4590
993,6630
994,8925
995,8925
996,6375
997,5610
998,9435
999,10965
1000,11220
1001,13260
1002,10965
1003,9180
1004,6630
1005,5355
1006,9180
1007,8670
1008,4845
1009,4590
1010,4080
1011,4590
1012,4335
1013,5865
1014,5610
1015,4845
1016,3825
1017,4080
1018,4590
1019,7650
1020,5100
1021,3570
1022,6120
1023,6375
1024,4845
1025,5100
1026,3825
1027,3315
1028,3825
1029,3825
1030,4590
1031,4590
1032,4335
1033,5100
1034,3315
1035,3825
1036,5100
1037,4335
1038,4590
1039,4845
1040,4335
1041,4080
1042,3825
1043,3570
1044,3825
1045,4590
1046,4080
1047,4080
1048,3825
1049,3570
1050,3825
1051,4080
1052,4845
1053,2805
1054,3825
1055,3315
1056,4080
1057,4335
1058,3825
1059,3315
1060,3570
1061,3315
1062,4335
1063,4335
1064,4335
1065,3825
1066,4080
1067,4080
1068,4080
1069,5100
1070,4590
1071,3315
1072,3060
1073,3825
1074,4335
1075,5100
1076,5100
1077,4845
1078,3570
1079,3315
1080,3825
1081,4845
1082,3570
1083,3570
1084,4080
1085,4335
1086,3315
1087,3060
1088,3570
1089,4080
1090,3315
1091,4590
1092,3825
1093,3825
1094,3060
1095,3060
1096,3825
1097,3570
1098,5100
1099,5865
1100,4845
1101,4080
1102,3315
1103,4335
1104,3060
1105,4080
1106,3570
1107,4335
1108,3825
1109,4080
1110,4845
1111,4590
1112,5100
1113,3570
1114,4080
1115,4335
1116,3570
1117,4080
1118,4590
1119,4335
1120,4590
1121,3825
1122,3570
1123,3315
1124,5100
1125,5100
1126,4335
1127,3825
1128,3315
1129,3315
1130,4080
1131,4590
1132,4080
1133,4590
1134,3825
1135,4335
1136,3060
1137,3570
1138,2805
1139,4080
1140,3315
1141,3825
1142,3315
1143,4335
1144,4335
1145,4335
1146,4335
1147,4335
1148,4590
1149,4080
1150,3825
1151,3570
1152,3825
1153,4080
1154,3825
1155,3315
1156,3825
1157,4080
1158,4080
1159,3315
1160,3315
1161,3825
1162,3825
1163,4335
1164,4335
1165,4080
1166,4335
1167,3825
1168,3570
1169,3825
1170,4590
1171,4335
1172,3825
1173,4080
1174,4590
1175,4080
1176,4335
1177,4335
1178,3570
1179,4080
1180,3315
1181,3570
1182,4080
1183,4080
1184,3570
1185,4080
1186,3570
1187,4590
1188,3060
1189,4335
1190,5100
1191,4080
1192,3825
1193,4335
1194,3825
1195,3825
1196,3570
1197,3570
1198,3825
1199,2550
1200,3570
1201,3570
1202,2805
1203,4590
1204,3060
1205,4080
1206,4335
1207,4335
1208,3060
1209,4590
1210,5100
1211,3570
1212,4080
1213,3825
1214,4590
1215,4335
1216,5610
1217,6885
1218,6375
1219,5100
1220,4335
1221,3570
1222,4845
1223,3570
1224,3315
1225,3060
1226,3315
1227,3825
1228,4080
1229,3570
1230,3060
1231,3315
1232,3570
1233,4335
1234,4080
1235,3570
1236,3315
1237,3825
1238,4590
1239,4335
1240,3315
1241,4335
1242,3570
1243,4590
1244,5100
1245,4335
1246,3315
1247,3825
1248,4080
1249,4590
1250,4845
1251,4080
1252,3825
1253,3315
1254,3060
1255,3570
1256,3315
1257,3570
1258,3825
1259,4590
1260,4335
1261,4335
1262,4590
1263,4590
1264,4080
1265,3570
1266,3570
1267,3825
1268,3825
1269,4080
1270,4080
1271,3060
1272,3570
1273,4845
1274,4590
1275,4590
1276,3570
1277,3060
1278,4335
1279,4080
