Distance_(pixels),Gray_Value
455,5463.146
456,4008.169
457,4188.146
458,5133.920
459,4615.141
460,4947.160
461,5497.066
462,4660.634
463,4080.000
464,4474.671
465,4567.253
466,4845.000
467,4590.000
468,4708.521
469,7039.437
470,8400.234
471,6509.084
472,4279.930
473,4089.977
474,3578.380
475,3759.554
476,3825.000
477,3379.648
478,3698.498
479,4398.451
480,4335.000
481,3696.103
482,3632.653
483,4329.014
484,4396.854
485,4519.366
486,4457.113
487,4456.314
488,4260.774
489,4108.732
490,4317.840
491,5081.244
492,4335.000
493,4335.000
494,5042.136
495,5067.676
496,4928.803
497,5100.000
498,4732.465
499,5155.869
500,6995.939
501,6250.493
502,4954.343
503,4443.544
504,4575.634
505,3570.000
506,4547.300
507,4387.676
508,5505.446
509,5147.488
510,3927.958
511,5049.319
512,4894.084
513,3979.437
514,3570.000
515,4030.516
516,3981.831
517,4080.000
518,4941.573
519,4590.000
520,3457.465
521,3201.268
522,3965.070
523,5887.747
524,6533.028
525,4908.451
526,3705.282
527,4080.000
528,3791.479
529,5355.000
530,5528.991
531,5821.901
532,4250.798
533,6035.399
534,6207.395
535,4038.498
536,4121.104
537,4508.591
538,4428.779
539,5155.470
540,7470.422
541,6944.460
542,4218.873
543,4806.690
544,4552.089
545,4552.488
546,5429.226
547,6046.573
548,5683.427
549,5502.253
550,3931.549
551,3895.235
552,3604.718
553,4030.916
554,3807.441
555,3482.606
556,3060.000
557,3315.000
558,3728.028
559,3091.925
560,3570.000
561,4017.747
562,3886.455
563,5009.014
564,4500.211
565,3854.531
566,4677.395
567,4931.197
568,4845.000
569,4135.869
570,4279.930
571,3114.272
572,4026.526
573,4537.324
574,5100.000
575,3672.160
576,3875.282
577,4080.000
578,4031.314
579,4311.056
580,4013.357
581,3708.873
582,4102.747
583,3892.042
584,4080.000
585,4801.901
586,4781.549
587,5079.249
588,5528.591
589,5080.047
590,4531.338
591,4060.845
592,4590.000
593,5554.930
594,5301.127
595,4590.000
596,4913.639
597,4147.042
598,4606.361
599,3856.925
600,4782.747
601,4845.000
602,4830.235
603,3839.366
604,4293.099
605,4817.864
606,5086.831
607,8083.380
608,7127.629
609,4637.887
610,4346.573
611,4856.174
612,4101.549
613,4059.249
614,4570.047
615,4542.113
616,4307.465
617,4581.221
618,5066.479
619,4805.094
620,3817.418
621,3343.732
622,3825.000
623,5061.690
624,6861.056
625,5876.174
626,5094.812
627,4080.000
628,4594.390
629,4597.981
630,5617.183
631,6378.192
632,5355.000
633,5095.211
634,4327.019
635,4078.404
636,4343.380
637,4592.395
638,4078.803
639,3825.000
640,5098.803
641,6882.605
642,7642.817
643,6363.826
644,4584.014
645,4327.817
646,4332.207
647,3585.962
648,3584.366
649,3589.953
650,3578.779
651,5076.056
652,4819.061
653,5094.413
654,5094.014
655,4577.230
656,5093.216
657,4320.634
658,3330.164
659,3832.981
660,3373.662
661,6665.117
662,9389.108
663,10821.338
664,8295.281
665,5079.249
666,4112.324
667,4346.174
668,4335.000
669,4566.056
670,5305.517
671,6872.230
672,7408.169
673,6670.704
674,4845.000
675,3796.268
676,3869.296
677,4095.164
678,5214.930
679,5960.375
680,6754.108
681,6989.155
682,6237.723
683,5451.972
684,5010.211
685,4571.643
686,4098.756
687,3844.155
688,3805.446
689,3570.000
690,3570.000
691,4121.502
692,4632.300
693,4230.845
694,4255.587
695,4446.737
696,4567.253
697,4358.146
698,4590.000
699,4335.000
700,4261.972
701,5280.774
702,6274.437
703,5227.300
704,4996.244
705,4563.662
706,3596.737
707,3797.864
708,3825.000
709,4052.066
710,4505.000
711,4080.000
712,3912.394
713,3854.531
714,4364.930
715,4335.000
716,4141.456
717,5100.000
718,5323.474
719,4462.300
720,4080.000
721,4080.000
722,3758.756
723,3858.521
724,4113.920
725,5217.723
726,4045.282
727,4185.352
728,4228.451
729,5211.338
730,5209.742
731,5426.432
732,5461.549
733,4874.930
734,5534.178
735,5163.451
736,4867.747
737,3942.324
738,4141.056
739,4199.718
740,4120.305
741,4590.000
742,4335.000
743,6250.493
744,5058.099
745,4206.901
746,4887.700
747,4593.591
748,4758.005
749,4378.896
750,5355.000
751,3914.390
752,3989.812
753,4590.000
754,4452.324
755,4497.418
756,4730.070
757,4872.535
758,4572.441
759,4175.774
760,3666.573
761,4698.944
762,4491.831
763,4597.582
764,4595.587
765,3670.563
766,4488.639
767,4487.840
768,4896.479
769,4386.878
770,4236.831
771,3877.676
772,3729.225
773,3866.103
774,4266.761
775,4025.728
776,4261.972
777,4479.859
778,4645.470
779,4988.263
780,4417.605
781,4760.000
782,4392.066
783,4054.859
784,4532.136
785,4080.000
786,3766.338
787,4275.939
788,2983.380
789,4860.563
790,5174.226
791,4019.343
792,3886.056
793,5038.544
794,5478.709
795,3570.000
796,3252.347
797,3378.052
798,3951.901
799,3570.399
800,3632.253
801,3695.704
802,4389.671
803,4210.892
804,4022.535
805,4646.268
806,4523.357
807,4536.127
808,4387.676
809,4267.160
810,4945.563
811,6031.808
812,5657.887
813,5053.310
814,4708.521
815,6260.470
816,6559.366
817,6416.901
818,5681.432
819,4478.662
820,4479.460
821,4954.742
822,3716.056
823,3751.573
824,3751.174
825,4451.127
826,4888.498
827,4665.023
828,5581.268
829,7140.000
830,5560.117
831,3595.141
832,3593.944
833,3770.329
834,3669.366
835,4335.000
836,3941.925
837,3394.014
838,4493.826
839,3984.625
840,4254.789
841,5100.000
842,4833.028
843,4416.409
844,4763.192
845,4680.587
846,4252.395
847,4340.986
848,4251.596
849,4506.197
850,4161.808
851,3654.601
852,4590.000
853,4760.798
854,4420.798
855,3825.000
856,3651.808
857,4926.009
858,3751.972
859,3912.793
860,3834.577
861,4335.000
862,3902.019
863,4755.610
864,3914.789
865,4154.625
866,4351.761
867,3971.056
868,4080.000
869,5355.000
870,6722.183
871,6027.418
872,3825.000
873,4403.239
874,3449.883
875,4401.643
876,4976.690
877,4364.930
878,4272.747
879,3665.775
880,3666.174
881,3411.573
882,4115.916
883,3825.000
884,3667.770
885,3530.493
886,3570.000
887,4277.934
888,4676.197
889,3969.061
890,3460.657
891,3577.183
892,3214.038
893,3416.362
894,4335.000
895,3620.681
896,4080.000
897,4030.916
898,4231.643
899,4231.244
900,4137.465
901,3929.554
902,3915.188
903,3808.240
904,3656.995
905,4228.850
906,5290.352
907,4376.104
908,3744.390
909,4148.239
910,4636.690
911,4047.277
912,4627.113
913,3861.314
914,3970.258
915,4445.141
916,5508.239
917,4667.817
918,4381.690
919,4558.474
920,3539.272
921,3622.676
922,4619.131
923,5043.333
924,5410.070
925,4616.737
926,3965.469
927,4309.859
928,3940.329
929,4335.000
930,4867.747
931,4728.474
932,5121.150
