Distance_(pixels),Gray_Value
0,0.000000
1,0.000000
2,0.000000
3,0.027451
4,0.027451
5,0.015686
6,0.015686
7,0.066667
8,0.156863
9,0.164706
10,0.094118
11,0.035294
12,0.035294
13,0.066667
14,0.082353
15,0.035294
16,0.015686
17,0.019608
18,0.062745
19,0.109804
20,0.054902
21,0.019608
22,0.066667
23,0.101961
24,0.058824
25,0.047059
26,0.098039
27,0.156863
28,0.121569
29,0.019608
30,0.000000
31,0.027451
32,0.074510
33,0.086275
34,0.058824
35,0.007843
36,0.000000
37,0.007843
38,0.031373
39,0.058824
40,0.066667
41,0.039216
42,0.027451
43,0.023529
44,0.015686
45,0.015686
46,0.054902
47,0.078431
48,0.066667
49,0.145098
50,0.180392
51,0.101961
52,0.031373
53,0.050980
54,0.023529
55,0.015686
56,0.043137
57,0.058824
58,0.098039
59,0.078431
60,0.019608
61,0.019608
62,0.027451
63,0.050980
64,0.113725
65,0.125490
66,0.129412
67,0.141176
68,0.113725
69,0.050980
70,0.023529
71,0.007843
72,0.000000
73,0.000000
74,0.003922
75,0.011765
76,0.031373
77,0.054902
78,0.062745
79,0.039216
80,0.039216
81,0.101961
82,0.133333
83,0.094118
84,0.047059
85,0.043137
86,0.023529
87,0.007843
88,0.066667
89,0.078431
90,0.015686
91,0.078431
92,0.164706
93,0.117647
94,0.050980
95,0.035294
96,0.039216
97,0.031373
98,0.011765
99,0.039216
100,0.047059
101,0.027451
102,0.050980
103,0.105882
104,0.101961
105,0.070588
106,0.133333
107,0.188235
108,0.160784
109,0.074510
110,0.023529
111,0.007843
112,0.047059
113,0.082353
114,0.050980
115,0.023529
116,0.023529
117,0.031373
118,0.019608
119,0.058824
120,0.125490
121,0.121569
122,0.098039
123,0.149020
124,0.184314
125,0.101961
126,0.027451
127,0.019608
128,0.043137
129,0.058824
130,0.023529
131,0.023529
132,0.094118
133,0.137255
134,0.098039
135,0.066667
136,0.058824
137,0.039216
138,0.015686
139,0.023529
140,0.031373
141,0.050980
142,0.105882
143,0.098039
144,0.039216
145,0.050980
146,0.113725
147,0.156863
148,0.184314
149,0.176471
150,0.121569
151,0.047059
152,0.047059
153,0.047059
154,0.019608
155,0.027451
156,0.035294
157,0.031373
158,0.019608
159,0.007843
160,0.003922
161,0.000000
162,0.011765
163,0.027451
164,0.035294
165,0.035294
166,0.031373
167,0.031373
168,0.054902
169,0.058824
170,0.047059
171,0.039216
172,0.035294
173,0.035294
174,0.035294
175,0.031373
176,0.074510
177,0.082353
178,0.050980
179,0.035294
180,0.050980
181,0.074510
182,0.082353
183,0.105882
184,0.090196
185,0.023529
186,0.027451
187,0.101961
188,0.172549
189,0.164706
190,0.129412
191,0.086275
192,0.043137
193,0.074510
194,0.086275
195,0.133333
196,0.188235
197,0.121569
198,0.027451
199,0.011765
200,0.019608
201,0.047059
202,0.101961
203,0.145098
204,0.160784
205,0.121569
206,0.062745
207,0.019608
208,0.023529
209,0.043137
210,0.031373
211,0.023529
212,0.011765
213,0.000000
