Distance_(pixels),Gray_Value
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.003922
5,0.000000
6,0.000000
7,0.011765
8,0.015686
9,0.019608
10,0.043137
11,0.039216
12,0.019608
13,0.011765
14,0.031373
15,0.152941
16,0.247059
17,0.262745
18,0.250980
19,0.137255
20,0.019608
21,0.039216
22,0.078431
23,0.047059
24,0.023529
25,0.003922
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.003922
31,0.000000
32,0.000000
33,0.047059
34,0.133333
35,0.109804
36,0.027451
37,0.000000
38,0.003922
39,0.011765
40,0.019608
41,0.007843
42,0.007843
43,0.027451
44,0.039216
45,0.023529
46,0.015686
47,0.047059
48,0.039216
49,0.000000
50,0.027451
51,0.054902
52,0.019608
53,0.003922
54,0.035294
55,0.039216
56,0.023529
57,0.000000
58,0.043137
59,0.086275
60,0.054902
61,0.054902
62,0.054902
63,0.015686
64,0.054902
65,0.098039
66,0.050980
67,0.019608
68,0.011765
69,0.015686
70,0.062745
71,0.062745
72,0.015686
73,0.003922
74,0.023529
75,0.062745
76,0.066667
77,0.074510
78,0.090196
79,0.078431
80,0.074510
81,0.047059
82,0.023529
83,0.058824
84,0.082353
85,0.054902
86,0.003922
87,0.003922
88,0.011765
89,0.043137
90,0.070588
91,0.043137
92,0.011765
93,0.039216
94,0.086275
95,0.117647
96,0.098039
97,0.039216
98,0.015686
99,0.000000
100,0.023529
101,0.070588
102,0.039216
103,0.000000
104,0.000000
105,0.011765
106,0.007843
107,0.027451
108,0.047059
109,0.043137
110,0.015686
111,0.015686
112,0.000000
113,0.003922
114,0.027451
115,0.031373
116,0.007843
117,0.000000
118,0.000000
119,0.027451
120,0.003922
121,0.015686
122,0.043137
123,0.066667
124,0.050980
125,0.023529
126,0.011765
127,0.015686
128,0.047059
129,0.050980
130,0.011765
131,0.031373
132,0.070588
133,0.023529
134,0.000000
135,0.047059
136,0.090196
137,0.047059
138,0.047059
139,0.125490
140,0.109804
141,0.039216
142,0.000000
143,0.000000
144,0.007843
145,0.003922
146,0.000000
147,0.000000
148,0.007843
149,0.003922
150,0.007843
151,0.023529
152,0.035294
153,0.043137
154,0.082353
155,0.070588
156,0.015686
157,0.031373
158,0.078431
159,0.062745
160,0.027451
161,0.000000
162,0.000000
163,0.011765
164,0.086275
165,0.109804
166,0.047059
167,0.000000
168,0.003922
169,0.027451
170,0.050980
171,0.047059
172,0.007843
173,0.003922
174,0.023529
175,0.023529
176,0.039216
177,0.050980
178,0.039216
179,0.090196
180,0.168627
181,0.168627
182,0.105882
183,0.007843
184,0.000000
185,0.000000
186,0.011765
187,0.015686
188,0.023529
189,0.007843
190,0.035294
191,0.094118
192,0.035294
193,0.000000
194,0.007843
195,0.054902
196,0.105882
197,0.129412
198,0.086275
199,0.023529
200,0.000000
201,0.000000
202,0.000000
203,0.007843
204,0.027451
205,0.062745
206,0.031373
207,0.015686
208,0.015686
209,0.027451
210,0.027451
211,0.011765
212,0.019608
213,0.027451
