Distance_(pixels),Gray_Value
799,4845
800,5100
801,6375
802,7905
803,10710
804,11475
805,6120
806,5355
807,9690
808,8670
809,6120
810,12240
811,18870
812,18615
813,14790
814,11220
815,8160
816,5355
817,4590
818,6630
819,6120
820,5865
821,6630
822,9945
823,10710
824,8925
825,6120
826,5610
827,5610
828,5865
829,7140
830,8670
831,8415
832,5610
833,6375
834,7140
835,5865
836,5100
837,8670
838,14790
839,18615
840,15555
841,11220
842,10200
843,9180
844,10455
845,10965
846,9690
847,7905
848,7905
849,9435
850,7905
851,5610
852,9945
853,10710
854,7650
855,7140
856,7140
857,6885
858,5865
859,5100
860,3825
861,4080
862,6630
863,8670
864,6885
865,5610
866,5610
867,5610
868,4845
869,5355
870,10965
871,13005
872,9435
873,9435
874,10200
875,10965
876,13005
877,10455
878,8160
879,7395
880,5865
881,5610
882,6375
883,5865
884,5610
885,6885
886,6375
887,5610
888,5610
889,4080
890,6375
891,10710
892,13005
893,8415
894,8925
895,11985
896,8415
897,9435
898,17085
899,12495
900,7395
901,4845
902,4590
903,5100
904,6375
905,11475
906,8160
907,11475
908,11985
909,6120
910,9435
911,14280
912,22695
913,21420
914,10965
915,10455
916,10455
917,7650
918,5610
919,6375
920,7140
921,5865
922,7650
923,14280
924,25500
925,20400
926,10455
927,13770
928,10965
929,13260
930,14025
931,16575
932,17850
933,8415
934,14280
935,18870
936,11985
937,16320
938,32130
939,64515
940,64005
941,42840
942,31110
943,31365
944,27795
945,31365
946,40290
947,65025
948,65025
949,65025
950,65025
951,65025
952,65025
953,65025
954,65025
955,65025
956,65025
957,65025
958,65025
959,65025
960,52530
961,65025
962,65025
963,65025
964,65025
965,65025
966,65025
967,65025
968,65025
969,65025
970,65025
971,48450
972,37995
973,44625
974,61710
975,56100
976,51000
977,36210
978,65025
979,65025
980,65025
981,55335
982,64770
983,56355
984,65025
985,65025
986,65025
987,36720
988,37230
989,64260
990,64260
991,38505
992,20145
993,22185
994,65025
995,65025
996,65025
997,65025
998,65025
999,65025
1000,65025
1001,46920
1002,63495
1003,65025
1004,65025
1005,65025
1006,65025
1007,65025
1008,65025
1009,65025
1010,65025
1011,31620
1012,64260
1013,65025
1014,65025
1015,65025
1016,65025
1017,65025
1018,65025
1019,65025
1020,65025
1021,65025
1022,65025
1023,65025
1024,65025
1025,65025
1026,65025
1027,65025
1028,65025
1029,65025
1030,37230
1031,61200
1032,65025
1033,65025
1034,50235
1035,43860
1036,24480
1037,13260
1038,16320
1039,17340
1040,25245
1041,28050
1042,12240
1043,8160
1044,11220
1045,15555
1046,19635
1047,15555
1048,7395
1049,7650
1050,9180
1051,6375
1052,4590
1053,4845
1054,5610
1055,8415
1056,14535
1057,19125
1058,20400
1059,17085
1060,12750
1061,5610
1062,5610
1063,5355
1064,5355
1065,7650
1066,8160
1067,10200
1068,17085
1069,19635
1070,10200
1071,6630
1072,10200
1073,8160
1074,4845
1075,5610
1076,6120
1077,7395
1078,10965
1079,13260
1080,11730
1081,10965
1082,11475
1083,7395
1084,5100
1085,5100
1086,4335
1087,5865
1088,7140
1089,6120
1090,5610
1091,7140
1092,9945
1093,10200
1094,7140
1095,5865
1096,6630
1097,8160
1098,5865
1099,5610
1100,5610
1101,5610
1102,5865
1103,7395
1104,11220
1105,10710
1106,7905
1107,5610
1108,5355
1109,4590
1110,5610
1111,6885
1112,7395
1113,7395
1114,7395
1115,8160
1116,7650
1117,13005
1118,16830
1119,9435
1120,5610
1121,7140
1122,7395
1123,7650
1124,8925
1125,10965
1126,8670
1127,5610
1128,5610
1129,7905
1130,14025
1131,13515
1132,8160
1133,7140
1134,6885
1135,5355
1136,4845
1137,6375
1138,10200
1139,10455
1140,6630
1141,6120
1142,8415
1143,6375
1144,5355
1145,9945
1146,11220
1147,7650
1148,6630
1149,7650
1150,5610
1151,4845
1152,5865
1153,6375
1154,4590
1155,6375
1156,6375
1157,4845
1158,5355
1159,4590
1160,5865
1161,5610
1162,5355
1163,5355
1164,5865
1165,8670
1166,8160
1167,7140
1168,6120
1169,7395
1170,6120
1171,3570
1172,5100
1173,6630
1174,5355
1175,5610
1176,5100
1177,6630
1178,6630
1179,4590
1180,4845
1181,8670
1182,7650
1183,5100
1184,4590
1185,3825
1186,3825
1187,4845
1188,6120
1189,6630
1190,6120
1191,6375
1192,5355
1193,3825
1194,5355
1195,7395
1196,8925
1197,9690
1198,7140
1199,5610
1200,5865
1201,7140
1202,8670
1203,11220
1204,8415
1205,4590
1206,7395
1207,8160
1208,7140
1209,11985
1210,10455
1211,7140
1212,7905
1213,7395
1214,7140
1215,7905
1216,6375
1217,7650
1218,7650
1219,7650
1220,8925
1221,11985
1222,9690
1223,8160
1224,8670
1225,7140
1226,8415
1227,8925
1228,7905
1229,9180
1230,11475
1231,13770
1232,15810
1233,11475
1234,7905
1235,8160
1236,8160
1237,6630
1238,7650
1239,9945
1240,9945
1241,5865
1242,4845
1243,4845
1244,4335
1245,4590
1246,5865
1247,6630
1248,5610
1249,11220
1250,25245
1251,27540
1252,14790
1253,8160
1254,8160
1255,5100
1256,7650
1257,13770
1258,12240
1259,8160
1260,9690
1261,14280
1262,10965
1263,6885
1264,4590
1265,7140
1266,9435
1267,6630
1268,5865
1269,5610
1270,5100
1271,6630
1272,4845
1273,4080
1274,6375
1275,5865
1276,5610
1277,4590
1278,0
